teacher_code,nom,prenom,sexe,date_naissance,telephone,email,specialite,grade,date_embauche,statut
TEACH-01733,Leconte,Danielle,F,1976-01-30,01 76 35 08 99,tallard@example.org,Intelligence Artificielle,Vacataire,2013-11-07,Vacataire
TEACH-01734,Pinto,Renée,M,1970-10-01,+33 1 69 59 61 02,charriersophie@example.com,Cloud,Professeur,2007-06-19,Vacataire
TEACH-01735,Gomes,Louise,M,1976-10-26,07 60 71 46 60,guillaumebarthelemy@example.net,Cloud,Professeur,2022-02-25,Permanent
TEACH-01736,Ruiz,Claudine,M,1984-06-09,+33 (0)5 17 30 39 07,remyaurore@example.net,Cybersécurité,Vacataire,2012-02-03,Vacataire
TEACH-01737,Georges,Odette,F,1991-07-10,+33 (0)4 22 62 89 25,arnaudechauvet@example.com,Base de données,Vacataire,2019-05-19,Vacataire
TEACH-01738,Chevallier,Maurice,M,1988-04-13,04 77 48 80 15,graymond@example.org,Cloud,Professeur,2011-04-19,Vacataire
TEACH-01739,Faure,Patrick,F,1990-04-16,01 58 33 77 83,alexandria76@example.org,IA,Professeur,2019-05-19,Permanent
TEACH-01740,Richard,Diane,F,1974-10-07,+33 2 35 28 49 59,charlesnoemi@example.org,Base de données,Assistant,2013-03-06,Permanent
TEACH-01741,Alexandre,Xavier,M,1977-10-15,+33 5 40 83 68 33,jsimon@example.net,Data Science,Vacataire,2013-03-23,Permanent
TEACH-01742,Gilbert,Océane,M,1981-12-04,+33 2 40 84 65 52,acolas@example.org,Python,Assistant,2006-10-01,Vacataire
TEACH-01743,Tessier,Lucie,M,1987-11-20,0353956042,lucymaillard@example.net,IA,Professeur,2022-05-03,Permanent
TEACH-01744,Vincent,Patrick,F,1995-04-25,0384009689,anaischretien@example.org,Cloud,Vacataire,2020-01-12,Permanent
TEACH-01745,Hoarau,Raymond,F,1971-10-23,+221771234567,,IA,Professeur Senior,2019-08-19,Permanent
TEACH-01746,Alexandre,Théophile,F,1996-06-02,0637116948,victor69@example.com,Data Science,Maître Assistant,2024-07-28,Permanent
TEACH-01747,Ledoux,Éric,M,1996-12-12,02 22 84 83 84,jeanvirginie@example.net,Data Science,Vacataire,2016-09-14,Vacataire
TEACH-01748,Rivière,Michelle,M,2000-05-04,05 45 74 02 79,dos-santoscolette@example.com,Cloud,Vacataire,2023-08-14,Permanent
TEACH-01749,Fernandez,Édouard,F,1969-04-04,02 76 55 38 35,cjulien@example.com,Python,Assistant,2012-11-05,Permanent
TEACH-01750,Guillon,Franck,M,1966-01-05,+33 4 79 75 90 50,troux@example.org,Cloud,Assistant,2023-05-16,Vacataire
TEACH-01751,Le Roux,Raymond,M,1977-03-28,06 34 33 64 01,kbigot@example.org,Python,Maître Assistant,2014-11-20,Permanent
TEACH-01752,Hubert,Andrée,F,1982-07-07,0345755357,gmarechal@example.com,IA,Professeur,2020-05-11,Permanent
TEACH-01753,Pires,Alexandria,F,1981-12-25,0535829622,marechalanne@example.net,Cybersécurité,Assistant,2018-12-11,Vacataire
TEACH-01754,Raymond,Alex,F,1974-06-15,+33 (0)8 09 52 76 57,zoeroche@example.net,Data Science,Assistant,2024-01-02,Vacataire
TEACH-01755,Legendre,Émilie,F,1966-03-10,+221771234567,,Data Science,Assistant?,2016-02-22,Vacataire
TEACH-01756,Boyer,Diane,F,1974-05-19,771234567,,Data Science,Prof,2011-10-28,Vacataire
TEACH-01757,Meunier,Thérèse,F,2001-01-05,+33 (0)1 30 12 06 09,penelope43@example.org,Data Science,Professeur,2022-01-05,Vacataire
TEACH-01758,Lopes,Xavier,F,1979-01-01,+33 6 32 99 70 13,nicolasvalette@example.org,Base de données,Vacataire,2021-07-24,Vacataire
TEACH-01759,Pineau,Vincent,F,1969-02-07,0325920483,augustinlaroche@example.com,Python,Assistant,2008-10-11,Permanent
TEACH-01760,Weber,Bernadette,M,1994-07-10,0178216457,xblin@example.com,Intelligence Artificielle,Maître Assistant,2008-05-02,Vacataire
TEACH-01761,Simon,Raymond,M,1978-03-11,+33 (0)5 86 59 45 90,voisincharlotte@example.com,IA,Assistant,2010-12-23,Permanent
TEACH-01762,Martinez,Alfred,M,1962-05-24,+33 5 65 61 18 66,william41@example.org,Data Science,Professeur,2021-07-18,Vacataire
TEACH-01763,Dupont,Eugène,F,1973-06-11,0444427629,mendesgenevieve@example.org,Base de données,Professeur,2021-03-22,Vacataire
TEACH-01764,Guibert,Sophie,F,1998-04-22,+33 (0)1 39 41 27 23,raymondbourdon@example.com,IA,Maître Assistant,2017-05-27,Permanent
TEACH-01765,Breton,Margot,F,1979-07-06,+33 (0)1 76 44 34 21,tduhamel@example.org,Data Science,Vacataire,2014-02-03,Vacataire
TEACH-01766,Mallet,Michel,F,1974-09-24,+33 (0)1 70 74 47 36,alix59@example.com,Python,Assistant,2015-03-25,Permanent
TEACH-01767,Marie,Noémi,M,1990-10-21,+33 (0)1 76 78 19 02,maryhonore@example.net,Intelligence Artificielle,Assistant,2023-08-11,Vacataire
TEACH-01768,Dias,Richard,F,1963-08-27,06 88 81 56 26,therve@example.net,Base de données,Maître Assistant,2008-01-09,Vacataire
TEACH-01769,Roussel,Édith,F,1972-04-07,05 59 32 51 32,tristan04@example.org,Cybersécurité,Assistant,2022-07-06,Vacataire
TEACH-01770,Moreau,Gilles,M,1980-03-17,0490660380,theodore35@example.com,Cybersécurité,Maître Assistant,2014-03-15,Permanent
TEACH-01771,Lombard,Thomas,M,1973-05-27,0437726857,benoitleclerc@example.net,Base de données,Assistant,2008-10-05,Vacataire
TEACH-01772,Peltier,Vincent,F,1972-08-18,+33 1 82 09 99 62,munozthomas@example.org,IA,Maître Assistant,2016-03-05,Vacataire
TEACH-01773,Daniel,Dorothée,M,1963-06-21,+33 (0)5 45 54 49 72,da-silvaagnes@example.org,Cloud,Assistant,2014-01-16,Vacataire
TEACH-01774,Marchal,André,F,1962-02-05,03 89 20 84 27,dupuisalice@example.org,Base de données,Professeur,2018-10-17,Permanent
TEACH-01775,Maillet,Jacqueline,M,1966-01-16,03 72 47 74 40,dupremarie@example.com,Python,Professeur,2022-05-01,Vacataire
TEACH-01776,Le Roux,Daniel,F,1992-07-25,03 21 81 04 88,tleroux@example.org,Cybersécurité,Professeur,2008-03-13,Vacataire
TEACH-01777,Raynaud,Franck,M,1992-01-22,+33 4 80 25 65 04,timothee23@example.net,Cloud,Professeur,2017-09-21,Vacataire
TEACH-01778,Maillet,Pierre,M,1981-02-21,01 53 81 51 27,bgomes@example.net,Python,Professeur,2022-01-20,Vacataire
TEACH-01779,Ollivier,Roger,M,1989-11-30,03 90 81 12 65,slevy@example.org,Intelligence Artificielle,Assistant,2008-01-26,Permanent
TEACH-01780,Allain,Éléonore,M,1989-05-02,0261289835,margaud90@example.com,Data Science,Professeur,2008-08-26,Permanent
TEACH-01781,Olivier,Madeleine,F,1977-04-28,07 90 33 68 54,uhumbert@example.org,Base de données,Assistant,2011-06-04,Permanent
TEACH-01782,Alves,André,M,1964-01-24,+33 (0)4 42 13 06 77,tgauthier@example.com,IA,Assistant,2011-12-03,Permanent
TEACH-01783,Chrétien,Margaret,F,1961-10-02,+33 4 88 89 75 44,lchevalier@example.net,Cybersécurité,Maître Assistant,2010-04-15,Permanent
TEACH-01784,Lopez,Christophe,F,1994-01-14,+33 (0)2 21 26 93 08,dorotheebrun@example.com,Cybersécurité,Professeur,2018-06-25,Permanent
TEACH-01785,Guillaume,Célina,F,1967-10-11,+33 3 81 54 96 18,alexandrie95@example.net,Data Science,Assistant,2017-03-25,Vacataire
TEACH-01786,Carlier,Danielle,M,1995-09-25,+33 (0)5 61 25 73 65,pmahe@example.org,Cybersécurité,Assistant,2022-04-11,Permanent
TEACH-01787,Gaillard,Jacqueline,F,1990-02-10,+33 3 61 42 23 14,duhameladele@example.com,Python,Maître Assistant,2021-04-12,Vacataire
TEACH-01788,Tessier,Josette,M,1990-09-26,+33 (0)4 32 60 20 69,obuisson@example.net,Data Science,Assistant,2009-01-25,Permanent
TEACH-01789,Huet,Danielle,F,1970-06-23,+33 (0)2 18 53 27 90,rschmitt@example.org,Base de données,Professeur,2007-08-10,Permanent
TEACH-01790,Dupuy,Jeannine,F,1982-10-28,04 43 48 34 17,pelletiercatherine@example.net,Intelligence Artificielle,Assistant,2018-03-09,Permanent
TEACH-01791,Pichon,Margaret,F,2000-07-05,+33 4 98 74 20 87,gillesguyot@example.org,Intelligence Artificielle,Assistant,2011-07-23,Vacataire
TEACH-01792,Becker,Dorothée,F,1997-09-21,+33 3 21 05 33 28,levequeandre@example.net,Cloud,Professeur,2022-04-07,Permanent
TEACH-01793,Alexandre,Alexandrie,M,1994-10-09,0474162608,michel61@example.net,IA,Assistant,2006-10-06,Vacataire
TEACH-01794,Lagarde,Emmanuelle,M,1961-05-25,0379299719,andre33@example.com,Intelligence Artificielle,Assistant,2017-08-07,Permanent
TEACH-01795,Lamy,Timothée,M,1961-12-27,+33 3 28 17 54 04,sabinedelannoy@example.org,Python,Assistant,2019-11-27,Vacataire
TEACH-01796,Texier,Dorothée,M,1980-03-24,0262356658,legermaryse@example.net,Python,Vacataire,2015-07-10,Vacataire
TEACH-01797,Mendès,Aimée,F,2000-06-28,+33 2 77 78 04 02,fouchertheodore@example.net,Intelligence Artificielle,Vacataire,2019-07-23,Vacataire
TEACH-01798,Boyer,Martin,M,1967-01-17,01 60 26 79 32,philippepenelope@example.net,Cybersécurité,Assistant,2009-10-16,Vacataire
TEACH-01799,Perez,Élise,F,1978-09-12,+221771234567,,Data Science,Professeur Senior,2017-10-22,Vacataire
TEACH-01800,Faure,Victor,M,1988-12-30,04 44 51 89 95,claudinewagner@example.org,Cloud,Vacataire,2023-06-17,Permanent
TEACH-01801,Briand,Michèle,M,1992-07-17,+33 (0)2 98 92 93 33,carlieradelaide@example.com,Cybersécurité,Professeur,2021-09-17,Permanent
TEACH-01802,Mathieu,Olivie,F,1983-11-23,77-123-45-67,,Intelligence Artificielle,Assistant?,2014-07-11,Vacataire
TEACH-01803,Jean,Susanne,F,1964-05-11,0478732515,maheraymond@example.com,Python,Maître Assistant,2024-02-03,Vacataire
TEACH-01804,Dubois,Georges,M,1968-10-14,0563188702,leclercqagathe@example.net,IA,Maître Assistant,2011-11-23,Vacataire
TEACH-01805,Blot,Antoine,F,1976-02-10,+33 (0)4 84 55 74 40,lucasnoel@example.com,Python,Maître Assistant,2013-05-24,Vacataire
TEACH-01806,Ferreira,Susanne,M,1978-03-20,+33 (0)4 94 87 43 52,thierryollivier@example.org,Cloud,Assistant,2025-06-16,Permanent
TEACH-01807,Faivre,Luc,M,1978-10-08,01 42 51 09 36,stephanepinto@example.com,Python,Maître Assistant,2013-07-17,Vacataire
TEACH-01808,Julien,Valentine,M,1997-06-11,04 91 16 66 80,jeannine87@example.net,Cloud,Maître Assistant,2017-04-13,Permanent
TEACH-01809,Morvan,Claude,F,1983-02-05,0359500639,schneiderluc@example.org,Data Science,Assistant,2012-01-01,Permanent
TEACH-01810,Legros,Arthur,M,1986-01-16,+221771234567,,Data Science,Assistant,2019-04-05,Vacataire
TEACH-01811,Carlier,Susanne,F,1973-10-28,0254657693,genevieve82@example.com,Cloud,Maître Assistant,2018-10-21,Vacataire
TEACH-01812,Roy,Jeanne,M,1978-05-16,0611247728,thierry06@example.org,Intelligence Artificielle,Vacataire,2007-06-15,Permanent
TEACH-01813,Blanc,Théodore,M,1964-03-29,+33 5 40 54 73 78,svasseur@example.org,Intelligence Artificielle,Vacataire,2019-06-22,Vacataire
TEACH-01814,Marie,Agathe,F,1965-12-17,0508546924,gerard55@example.org,IA,Maître Assistant,2019-01-16,Vacataire
TEACH-01815,Simon,Margaret,F,1999-12-15,+33 7 85 35 77 24,hoaraulucie@example.com,Cloud,Maître Assistant,2022-08-03,Vacataire
TEACH-01816,Jacob,Michelle,F,1989-11-04,0148670757,mmasson@example.net,Base de données,Assistant,2016-04-15,Permanent
TEACH-01817,Lombard,Agathe,F,1979-05-07,+33 (0)3 84 81 87 49,anaismunoz@example.org,Data Science,Professeur,2024-02-06,Permanent
TEACH-01818,Neveu,Brigitte,M,1992-02-25,+33 4 26 66 41 43,legendregregoire@example.org,Python,Professeur,2022-03-31,Permanent
TEACH-01819,Barthelemy,Madeleine,F,1972-06-22,+33 1 44 20 62 51,xperrot@example.com,IA,Vacataire,2022-05-27,Vacataire
TEACH-01820,Gauthier,Christiane,F,1972-05-10,771234567,,Intelligence Artificielle,Maître Assistant,2017-03-07,Vacataire
TEACH-01821,Dias,William,F,1980-03-23,77-123-45-67,,Intelligence Artificielle,Assistant?,2023-08-29,Vacataire
TEACH-01822,Diallo,Emmanuel,M,1971-01-01,+33 (0)4 27 26 32 03,emilecordier@example.com,Cloud,Assistant,2007-02-24,Vacataire
TEACH-01823,Letellier,Jérôme,F,1962-01-12,+33 8 07 49 97 11,louisgonzalez@example.org,Base de données,Assistant,2006-08-21,Vacataire
TEACH-01824,Lemoine,Maryse,M,1974-01-22,+33 3 56 47 46 94,frederique62@example.org,Cybersécurité,Vacataire,2011-06-24,Vacataire
TEACH-01825,Bernard,Alexandria,F,1967-12-22,01 34 43 60 33,henriette04@example.org,Cloud,Assistant,2015-06-02,Vacataire
TEACH-01826,Fleury,William,F,1997-11-19,02 62 08 66 68,madeleinelaine@example.net,Python,Maître Assistant,2009-08-24,Permanent
TEACH-01827,Gosselin,Clémence,M,1989-11-14,+33 (0)4 78 16 47 11,duvalclaude@example.net,Base de données,Professeur,2019-12-11,Vacataire
TEACH-01828,Gérard,Nath,F,1980-10-28,0324536875,francoismuller@example.net,Base de données,Professeur,2011-03-06,Vacataire
TEACH-01829,Boutin,Stéphane,M,1963-10-11,+33 (0)2 52 99 22 44,corinneda-silva@example.org,Python,Maître Assistant,2013-10-08,Permanent
TEACH-01830,Vaillant,Marguerite,M,1987-04-20,+33 4 15 70 18 06,carrethierry@example.org,Intelligence Artificielle,Professeur,2024-11-20,Permanent
TEACH-01831,Julien,Lorraine,M,1994-06-12,+33 3 88 75 72 10,julien34@example.net,Cloud,Professeur,2012-05-01,Permanent
TEACH-01832,Guillou,Jeanne,F,1987-10-07,0480572445,amelie11@example.net,Base de données,Professeur,2009-07-23,Vacataire
TEACH-01833,Rivière,Monique,F,1995-07-12,+33 5 18 97 84 07,calexandre@example.com,Python,Maître Assistant,2009-06-10,Vacataire
TEACH-01834,Lebrun,Olivier,F,1982-06-28,03 29 06 24 77,pjean@example.com,Intelligence Artificielle,Vacataire,2009-07-08,Vacataire
TEACH-01835,Fabre,Bernadette,M,1962-02-01,+33 (0)4 91 45 75 32,jacques07@example.com,Cloud,Maître Assistant,2013-10-17,Vacataire
TEACH-01836,Marin,Lucas,M,1999-04-22,0508116071,elucas@example.net,Cloud,Assistant,2017-10-13,Vacataire
TEACH-01837,Munoz,Théophile,F,1983-12-05,0258064461,antoine43@example.net,Python,Vacataire,2025-05-24,Permanent
TEACH-01838,Joly,Marguerite,F,1995-05-28,0493928475,eleonore80@example.net,Cloud,Professeur,2011-07-15,Vacataire
TEACH-01839,Lamy,Gilbert,M,1992-03-14,+33 (0)5 24 69 30 47,lombardclaire@example.com,Python,Professeur,2012-02-09,Vacataire
TEACH-01840,Duval,Dominique,F,1972-03-03,+33 (0)5 17 68 70 54,lemairerichard@example.net,Data Science,Assistant,2008-07-20,Permanent
TEACH-01841,Richard,François,F,1975-06-26,+33 3 57 48 62 74,sfoucher@example.net,Cybersécurité,Maître Assistant,2013-01-15,Vacataire
TEACH-01842,Lagarde,Jacqueline,F,1978-12-18,+33 (0)3 64 04 17 23,sauvagefrancoise@example.net,Python,Professeur,2016-02-09,Vacataire
TEACH-01843,Germain,Raymond,M,1968-12-06,0483160236,laure52@example.net,Cybersécurité,Assistant,2019-11-20,Permanent
TEACH-01844,Albert,Louis,F,1976-10-28,03 57 69 46 24,elenoir@example.org,Cybersécurité,Professeur,2007-02-19,Vacataire
TEACH-01845,Dijoux,Marianne,M,1970-11-02,+33 3 89 42 82 99,de-sousaolivie@example.com,Base de données,Maître Assistant,2013-08-06,Permanent
TEACH-01846,Huet,Denis,M,1997-12-20,+33 (0)5 45 76 89 76,gregoirejulien@example.net,Cloud,Professeur,2021-12-06,Permanent
TEACH-01847,Regnier,Marc,M,1987-11-10,03 29 01 16 17,le-gallchristiane@example.org,Cloud,Maître Assistant,2025-02-17,Permanent
TEACH-01848,Jacquet,Théodore,M,1994-12-04,04 44 65 75 22,fischerfranck@example.org,Data Science,Vacataire,2015-10-04,Permanent
TEACH-01849,Olivier,Antoine,F,1971-11-11,+33 6 78 39 75 49,nathalieclement@example.com,Cloud,Assistant,2006-10-06,Permanent
TEACH-01850,Antoine,Joseph,M,1991-12-24,+33 3 85 80 94 99,massonpaul@example.org,IA,Vacataire,2009-12-24,Vacataire
TEACH-01851,Munoz,Xavier,M,1982-06-03,+33 (0)7 90 21 97 83,wantoine@example.org,Python,Assistant,2014-08-09,Permanent
TEACH-01852,Hardy,Victoire,M,1977-11-11,+33 (0)1 81 08 19 79,laurentchretien@example.net,Cybersécurité,Vacataire,2020-12-30,Vacataire
TEACH-01853,Lenoir,Diane,M,1996-01-15,+33 (0)5 61 01 42 45,carreisaac@example.net,Base de données,Vacataire,2021-04-20,Vacataire
TEACH-01854,Tanguy,Claudine,M,1987-06-17,+33 4 84 02 85 77,rsauvage@example.com,Base de données,Maître Assistant,2018-05-15,Permanent
TEACH-01855,Ribeiro,Simone,F,1968-08-26,+33 (0)3 56 13 72 11,ribeirohelene@example.net,Python,Maître Assistant,2013-04-28,Permanent
TEACH-01856,Clément,Alexandrie,F,1982-05-10,+33 (0)3 53 04 72 85,gthomas@example.com,Intelligence Artificielle,Assistant,2012-03-18,Vacataire
TEACH-01857,Weiss,Étienne,M,2001-02-15,+33 1 53 64 60 77,zoevallee@example.org,Cybersécurité,Vacataire,2007-06-06,Permanent
TEACH-01858,Simon,Claire,F,1978-02-23,0467541624,clemencelegendre@example.org,Data Science,Professeur,2013-03-20,Permanent
TEACH-01859,Rossi,Patricia,M,1967-08-14,03 88 77 04 68,uparis@example.com,Intelligence Artificielle,Professeur,2019-05-31,Vacataire
TEACH-01860,Munoz,Laurence,F,1968-07-12,0323430606,rochernicolas@example.org,Cloud,Vacataire,2018-03-11,Vacataire
TEACH-01861,Auger,Margaud,F,1971-03-15,+33 2 79 10 00 02,alex91@example.net,Base de données,Professeur,2016-10-31,Vacataire
TEACH-01862,Simon,Lucie,F,1991-08-06,+33 (0)6 67 01 08 80,fbuisson@example.net,Cybersécurité,Assistant,2017-12-10,Vacataire
TEACH-01863,Lemoine,Tristan,M,1989-02-09,+33 6 98 01 86 94,lefevreanne@example.net,Intelligence Artificielle,Assistant,2025-03-03,Vacataire
TEACH-01864,Brunet,Brigitte,M,1979-04-21,+33 4 87 25 25 38,marcellepruvost@example.org,Python,Assistant,2020-09-15,Vacataire
TEACH-01865,Pascal,Caroline,F,1967-02-23,02 21 77 21 42,dribeiro@example.org,Cybersécurité,Assistant,2023-06-26,Vacataire
TEACH-01866,Joseph,Élisabeth,M,1961-03-28,+33 5 54 22 84 16,ocosta@example.org,Intelligence Artificielle,Professeur,2013-04-11,Vacataire
TEACH-01867,Gilbert,Laurence,F,1986-12-01,03 55 41 52 52,dlabbe@example.org,Data Science,Assistant,2023-02-22,Vacataire
TEACH-01868,Lejeune,Raymond,M,1975-04-25,+33 (0)7 61 65 99 62,ahamel@example.org,Cybersécurité,Assistant,2019-10-13,Permanent
TEACH-01869,Laroche,Élisabeth,M,1978-06-13,+33 2 22 11 45 32,gautiertherese@example.org,IA,Maître Assistant,2021-07-09,Permanent
TEACH-01870,Mahe,Lucie,F,1975-07-05,0558652642,jfontaine@example.com,Python,Professeur,2009-01-25,Vacataire
TEACH-01871,Dumont,Timothée,M,1968-11-28,0633390137,richard57@example.com,IA,Assistant,2008-11-10,Vacataire
TEACH-01872,Bernard,Lucie,F,1997-08-31,0367589169,carolinefernandez@example.net,Cloud,Maître Assistant,2014-03-26,Vacataire
TEACH-01873,Menard,Thibault,M,1970-07-01,+221771234567,,Data Science,Assistant?,2024-04-22,Vacataire
TEACH-01874,Guillon,Catherine,M,1971-02-09,04 76 47 22 76,uparis@example.net,IA,Vacataire,2021-03-08,Vacataire
TEACH-01875,Charrier,Joseph,M,1981-07-09,+33 (0)4 30 76 00 86,augustinblin@example.com,Base de données,Assistant,2011-11-16,Vacataire
TEACH-01876,Chauveau,Lucy,M,2001-03-18,+33 (0)1 56 29 60 63,catherinepicard@example.net,Cybersécurité,Vacataire,2022-12-22,Permanent
TEACH-01877,Delmas,Julien,M,1979-05-11,+33 3 59 94 96 99,jules96@example.org,Cybersécurité,Vacataire,2009-01-14,Vacataire
TEACH-01878,Barthelemy,Denis,F,1979-01-07,+33 (0)2 37 83 79 11,marysedupuy@example.org,Cloud,Professeur,2019-02-17,Permanent
TEACH-01879,Pereira,Thérèse,F,1965-09-21,0229701271,lauredupre@example.net,Cybersécurité,Vacataire,2020-02-21,Permanent
TEACH-01880,Bourgeois,Marguerite,M,1978-06-10,0364710407,elisabethgermain@example.com,Cybersécurité,Vacataire,2011-01-30,Vacataire
TEACH-01881,Rodriguez,Adrienne,M,2000-01-01,0699758823,elegros@example.org,Cloud,Vacataire,2018-09-21,Permanent
TEACH-01882,Le Gall,Daniel,F,1966-12-19,+33 (0)2 22 47 96 86,leblancalexandre@example.org,Cybersécurité,Professeur,2015-10-18,Vacataire
TEACH-01883,Collet,Étienne,F,1999-08-03,05 79 46 39 42,huguesmartin@example.net,Intelligence Artificielle,Maître Assistant,2010-04-17,Permanent
TEACH-01884,Tanguy,Honoré,F,1985-06-28,0369437782,lombardclaude@example.com,Python,Professeur,2023-12-12,Permanent
TEACH-01885,Berger,Xavier,M,1979-03-03,+33 3 67 75 85 96,bertinadelaide@example.net,Python,Assistant,2014-02-20,Permanent
TEACH-01886,Joly,Monique,F,1994-07-03,05 58 68 22 48,louise67@example.net,Cybersécurité,Maître Assistant,2016-03-02,Permanent
TEACH-01887,Alves,Susan,M,1993-08-25,+33 (0)3 82 37 46 41,bousquetjerome@example.com,Base de données,Vacataire,2016-03-08,Permanent
TEACH-01888,Tanguy,Thomas,F,1982-01-31,0637511868,roussetadele@example.net,Data Science,Vacataire,2018-11-14,Vacataire
TEACH-01889,Faure,Madeleine,F,1979-09-11,+33 3 90 12 81 73,therese98@example.org,IA,Professeur,2013-11-02,Vacataire
TEACH-01890,Laurent,Astrid,F,1978-03-08,+33 4 43 69 43 00,hbazin@example.org,Data Science,Vacataire,2007-10-13,Vacataire
TEACH-01891,Pascal,Martin,M,1997-02-10,+33 (0)3 88 60 51 83,jacobdaniel@example.org,Cybersécurité,Assistant,2016-03-31,Vacataire
TEACH-01892,Martin,Sophie,M,2000-07-08,07 94 18 99 18,wpeltier@example.net,Data Science,Professeur,2009-03-10,Permanent
TEACH-01893,Jacquet,Suzanne,M,1969-08-15,05 35 59 54 31,lefebvrecharlotte@example.org,Python,Maître Assistant,2018-06-28,Permanent
TEACH-01894,Mary,Franck,M,1979-12-16,01 56 38 70 11,josette45@example.org,Cloud,Professeur,2023-02-19,Permanent
TEACH-01895,Lemonnier,Alain,F,1975-08-21,+33 2 14 34 53 98,julieribeiro@example.org,Intelligence Artificielle,Maître Assistant,2009-02-20,Permanent
TEACH-01896,Mallet,Madeleine,F,1995-05-17,+33 1 43 62 80 85,vincentfrederique@example.net,Intelligence Artificielle,Professeur,2023-03-21,Permanent
